node1,node2,flow
39979,32467,1.0
26711,13418,1.0
26710,19648,1.0
26984,69609,1.0
52174,40727,1.0
32595,75171,1.0
16396,17931,1.0
29793,21492,1.0
41343,5526,1.0
41342,1483,1.0
29792,72295,1.0
48838,93807,1.0
48836,29709,1.0
29790,72293,1.0
38536,81518,1.0
52188,97868,1.0
32647,75221,1.0
48762,48763,1.0
52213,97889,1.0
16583,61018,1.0
16585,36823,1.0
52214,3711,1.0
48764,93710,1.0
36531,16277,1.0
26987,12710,1.0
48763,37533,1.0
48760,93708,1.0
52207,97883,1.0
48759,32780,1.0
48758,53607,1.0
6226,20451,1.0
48757,93706,1.0
45131,3736,1.0
48756,93700,1.0
48755,93699,1.0
48754,43191,1.0
52212,97888,1.0
16579,60562,1.0
29745,72263,1.0
34683,47704,1.0
52209,97884,1.0
16562,26414,1.0
29749,25506,1.0
25149,67938,1.0
45130,49504,1.0
16568,29028,1.0
32634,75209,1.0
6244,3137,1.0
52210,97885,1.0
29746,72266,1.0
42761,40268,1.0
34684,61891,1.0
52211,97886,1.0
37476,80414,1.0
42763,14038,1.0
16576,61010,1.0
35685,78413,1.0
29739,63038,1.0
48753,93694,1.0
32639,75214,1.0
25148,67933,1.0
45133,4335,1.0
48739,17572,1.0
52221,97900,1.0
29729,72254,1.0
48738,89727,1.0
29728,14867,1.0
32644,75217,1.0
52222,97903,1.0
32645,75218,1.0
48737,37945,1.0
45135,89204,1.0
26699,2155,1.0
41331,14364,1.0
52225,97904,1.0
25966,32177,1.0
48736,22813,1.0
25146,53780,1.0
25147,53786,1.0
16603,39240,1.0
48752,59125,1.0
39120,10119,1.0
38534,81517,1.0
29737,72261,1.0
48751,14492,1.0
32640,19491,1.0
48750,93693,1.0
48748,93687,1.0
42764,16688,1.0
48747,31353,1.0
29735,9761,1.0
48744,795,1.0
16601,61034,1.0
52218,52219,1.0
52219,97897,1.0
32642,67607,1.0
39976,83175,1.0
52220,46380,1.0
48743,34312,1.0
16561,61001,1.0
29750,41006,1.0
52189,97869,1.0
45125,89200,1.0
48779,79477,1.0
48778,6541,1.0
32627,15205,1.0
6278,9858,1.0
42750,24425,1.0
16518,13699,1.0
29759,27556,1.0
25961,68640,1.0
52195,73137,1.0
16555,60997,1.0
48776,93731,1.0
52196,34886,1.0
16521,60981,1.0
36533,7497,1.0
42751,42187,1.0
41336,52315,1.0
42752,29791,1.0
45126,70551,1.0
29760,49066,1.0
48780,54462,1.0
16511,60973,1.0
35056,32684,1.0
42748,86519,1.0
48789,2560,1.0
52190,46944,1.0
29773,58867,1.0
29772,32098,1.0
29771,72279,1.0
45124,89197,1.0
52192,29560,1.0
52193,97872,1.0
48788,49675,1.0
48786,93743,1.0
29768,27565,1.0
48785,93741,1.0
48784,4421,1.0
29767,32094,1.0
29764,29777,1.0
29763,23677,1.0
42753,86527,1.0
45127,15127,1.0
29757,72272,1.0
34686,71697,1.0
32629,25877,1.0
52203,97881,1.0
34685,77367,1.0
48771,93721,1.0
32631,75206,1.0
42757,86533,1.0
48770,50344,1.0
42758,75659,1.0
52205,19591,1.0
25963,46628,1.0
48769,6241,1.0
29754,32080,1.0
29752,34813,1.0
32632,50099,1.0
6250,55214,1.0
26703,45242,1.0
39977,33320,1.0
52202,43620,1.0
34687,77368,1.0
45128,21591,1.0
32628,75202,1.0
52199,97876,1.0
41334,84765,1.0
16533,7212,1.0
16534,60987,1.0
44737,49052,1.0
37472,10466,1.0
48774,93725,1.0
48773,93724,1.0
37473,80410,1.0
29756,32082,1.0
37474,13145,1.0
48772,63252,1.0
42755,86529,1.0
42756,1640,1.0
35058,68286,1.0
16545,22700,1.0
45129,76936,1.0
42686,73685,1.0
49021,94029,1.0
15827,34611,1.0
45074,89131,1.0
37381,80334,1.0
41447,4577,1.0
7113,55569,1.0
51900,13104,1.0
49285,94310,1.0
49284,94309,1.0
49283,78547,1.0
40198,83384,1.0
49282,94307,1.0
41444,84912,1.0
49281,45253,1.0
15161,19781,1.0
51901,28258,1.0
25895,5262,1.0
15163,60082,1.0
30146,11019,1.0
41446,3390,1.0
41445,84913,1.0
37380,80333,1.0
30149,72628,1.0
25261,8901,1.0
42606,69795,1.0
30153,54660,1.0
49289,33114,1.0
32271,74873,1.0
15143,534,1.0
51895,22189,1.0
15148,60070,1.0
42601,86348,1.0
49288,41904,1.0
42602,79849,1.0
